,movie,year,rate,votes,description,genre,minutes,director
605,Thor: Ragnarok,2017,7.9,394450,"    Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","
Action, Adventure, Comedy            ",130,Taika Waititi
606,Spider-Man: Homecoming,2017,7.5,363567,"    Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","
Action, Adventure, Sci-Fi            ",133,Jon Watts
607,Déjame salir,I 2017,7.7,337409,"    A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","
Horror, Mystery, Thriller            ",104,Jordan Peele
608,Blade Runner 2049,2017,8.0,337057,"    A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.","
Drama, Mystery, Sci-Fi            ",164,Denis Villeneuve
609,Baby Driver,2017,7.6,328220,"    After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","
Action, Crime, Drama            ",112,Edgar Wright
610,It,I 2017,7.4,311720,"    In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.","
Drama, Horror, Thriller            ",135,Andy Muschietti
611,Justice League,2017,6.6,288895,"    Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.","
Action, Adventure, Fantasy            ",120,Zack Snyder
612,Tres anuncios en las afueras,2017,8.2,285262,    A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"
Comedy, Crime, Drama            ",115,Martin McDonagh
613,La forma del agua,2017,7.4,257352,"    At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.","
Adventure, Drama, Fantasy            ",123,Guillermo del Toro
614,John Wick: Pacto de sangre,2017,7.5,245769,"    After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","
Action, Crime, Thriller            ",122,Chad Stahelski
615,Coco,I 2017,8.4,224854,"    Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","
Animation, Adventure, Comedy            ",105,Lee Unkrich
616,La bella y la bestia,2017,7.2,218495,"    A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","
Family, Fantasy, Musical            ",129,Bill Condon
617,Kong: La Isla Calavera,2017,6.7,217641,"    A team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.","
Action, Adventure, Fantasy            ",118,Jordan Vogt-Roberts
618,Alien: Covenant,2017,6.4,210874,"    The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.","
Horror, Sci-Fi, Thriller            ",122,Ridley Scott
619,Jumanji: Bienvenidos a la jungla,2017,7.0,209826,"    Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","
Action, Adventure, Comedy            ",119,Jake Kasdan
620,Piratas del Caribe: La venganza de Salazar,2017,6.6,208995,    Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew.,"
Action, Adventure, Fantasy            ",129,Joachim Rønning
621,Kingsman: El círculo de oro,2017,6.8,205646,"    When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.","
Action, Adventure, Comedy            ",141,Matthew Vaughn
622,Por trece razones,2017– ,8.1,193079,"    Follows teenager Clay Jensen, in his quest to uncover the story behind his classmate and crush, Hannah, and her decision to end her life.","
Drama, Mystery            ",60,Dylan Minnette
623,La guerra del planeta de los simios,2017,7.5,186078,"    After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.","
Action, Adventure, Drama            ",140,Matt Reeves
624,Fast & Furious 8,2017,6.7,168474,"    When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","
Action, Crime, Thriller            ",136,F. Gary Gray
625,Life (Vida),I 2017,6.6,165991,    A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,"
Horror, Sci-Fi, Thriller            ",104,Daniel Espinosa
626,Ghost in the Shell: El alma de la máquina,2017,6.4,161965,"    In the near future, Major Mila Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","
Action, Drama, Sci-Fi            ",107,Rupert Sanders
627,Asesinato en el Orient Express,2017,6.5,159544,"    When a murder occurs on the train he's travelling on, celebrated detective Hercule Poirot is recruited to solve the case.","
Crime, Drama, Mystery            ",114,Kenneth Branagh
628,El gran showman,2017,7.7,158840,    Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,"
Biography, Drama, Musical            ",105,Michael Gracey
629,Rey Arturo: La leyenda de Excalibur,2017,6.8,156953,"    Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","
Action, Adventure, Drama            ",126,Guy Ritchie
630,Lady Bird,2017,7.5,149935,"    In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.","
Comedy, Drama            ",94,Greta Gerwig
631,Wind River,2017,7.7,146505,    A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"
Crime, Drama, Mystery            ",107,Taylor Sheridan
632,El otro guardaespaldas,2017,6.9,146257,"    The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","
Action, Comedy, Thriller            ",118,Patrick Hughes
633,La momia,2017,5.5,142360,"    An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","
Action, Adventure, Fantasy            ",110,Alex Kurtzman
634,Madre!,2017,6.6,137193,"    A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.","
Drama, Horror, Mystery            ",121,Darren Aronofsky
635,Bright,I 2017,6.4,136491,    A detective must work with an Orc to find a powerful wand before evil creatures do.,"
Action, Crime, Fantasy            ",117,David Ayer
636,Atómica,2017,6.7,136339,    An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"
Action, Mystery, Thriller            ",115,David Leitch
637,Call Me by Your Name,2017,8.0,128190,"    In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.","
Drama, Romance            ",132,Luca Guadagnino
638,Valerian y la ciudad de los mil planetas,2017,6.5,127970,"    A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.","
Action, Adventure, Fantasy            ",137,Luc Besson
639,Baywatch: Los vigilantes de la playa,2017,5.6,118824,"    Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","
Action, Comedy, Crime            ",116,Seth Gordon
640,Barry Seal: El traficante,2017,7.2,117078,"    The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","
Action, Biography, Comedy            ",115,Doug Liman
641,El instante más oscuro,2017,7.4,115358,"    In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.","
Biography, Drama, History            ",125,Joe Wright
642,"Yo, Tonya",2017,7.5,114194,"    Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.","
Biography, Comedy, Drama            ",120,Craig Gillespie
643,The Punisher,2017– ,8.6,112125,"    After the murder of his family, Marine veteran Frank Castle became a vigilante known as ""The Punisher"" with only one goal in mind, to avenge them.","
Action, Adventure, Crime            ",53,Jon Bernthal
644,Transformers: El último caballero,2017,5.2,107136,"    Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.","
Action, Adventure, Sci-Fi            ",154,Michael Bay
645,Batman: La Lego película,2017,7.3,105332,"    A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","
Animation, Action, Comedy            ",104,Chris McKay
646,Mindhunter,2017– ,8.6,99408,"    Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","
Crime, Drama, Thriller            ",60,Jonathan Groff
647,La Torre Oscura,2017,5.7,98301,"    The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black.","
Action, Adventure, Fantasy            ",95,Nikolaj Arcel
648,The Disaster Artist,2017,7.4,96873,"    When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.","
Biography, Comedy, Drama            ",104,James Franco
649,La suerte de los Logan,2017,7.0,95183,    Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,"
Comedy, Crime, Drama            ",118,Steven Soderbergh
650,La casa de papel,2017– ,8.7,94988,"    A group of very peculiar robbers assault the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and take home 2,400 million euros.","
Action, Crime, Mystery            ",70,Úrsula Corberó
651,La gran enfermedad del amor,2017,7.6,94914,"    Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.","
Comedy, Drama, Romance            ",120,Michael Showalter
652,El cuento de la criada,2017– ,8.6,94326,"    Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.","
Drama, Sci-Fi            ",60,Elisabeth Moss
653,Iron Fist,2017–2018,6.7,91490,    A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,"
Action, Adventure, Crime            ",55,Finn Jones
654,Taboo,2017– ,8.5,91468,"    Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost - even murder.","
Drama, Mystery, Thriller            ",59,Tom Hardy
655,Wonder,I 2017,8.0,90950,"    Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.","
Drama, Family            ",113,Stephen Chbosky
656,Los archivos del Pentágono,2017,7.2,90320,    A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.,"
Biography, Drama, History            ",116,Steven Spielberg
657,T2: Trainspotting,2017,7.2,86920,"    After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.","
Drama            ",117,Danny Boyle
658,Big Little Lies,2017– ,8.6,86862,    The apparently perfect lives of three mothers of first graders unravel to the point of murder.,"
Crime, Drama, Mystery            ",60,Reese Witherspoon
659,Power Rangers,2017,6.0,86246,"    A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.","
Action, Adventure, Sci-Fi            ",124,Dean Israelite
660,Ozark,2017– ,8.4,85087,"    A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.","
Crime, Drama, Thriller            ",60,Jason Bateman
661,El bebé jefazo,2017,6.3,85052,"    A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.","
Animation, Adventure, Comedy            ",97,Tom McGrath
662,Molly's Game,2017,7.5,84768,"    The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.","
Biography, Crime, Drama            ",140,Aaron Sorkin
663,Dark,2017– ,8.6,81924,"    A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.","
Crime, Drama, Mystery            ",60,Oliver Masucci
664,Gru 3: Mi villano favorito,2017,6.3,81233,"    Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.","
Animation, Action, Adventure            ",89,Kyle Balda
665,Annabelle: Creation,2017,6.5,79427,"    12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.","
Horror, Mystery, Thriller            ",109,David F. Sandberg
666,Cincuenta sombras más oscuras,2017,4.6,75562,"    While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.","
Drama, Romance            ",118,James Foley
667,Un don excepcional,2017,7.6,74383,"    Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","
Drama            ",101,Marc Webb
668,El sacrificio de un ciervo sagrado,2017,7.0,73936,"    Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","
Drama, Mystery, Thriller            ",121,Yorgos Lanthimos
669,Siete hermanas,2017,6.9,73909,"    In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","
Action, Crime, Drama            ",123,Tommy Wirkola
670,xXx: Reactivated,2017,5.2,73404,"    Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","
Action, Adventure, Thriller            ",107,D.J. Caruso
671,The End of the F***ing World,2017– ,8.2,72576,"    James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","
Adventure, Comedy, Drama            ",25,Jessica Barden
672,El extranjero,2017,7.0,72538,"    A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.","
Action, Crime, Drama            ",113,Martin Campbell
673,El hilo invisible,2017,7.6,71982,"    Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.","
Drama, Romance            ",130,Paul Thomas Anderson
674,Reis,2017,1.8,71689,"    A drama about the early life of Recep Tayyip Erdogan, the president of Turkey, focusing on his childhood in Istanbul, his political career as the major of Istanbul from 1994 to 1998, and his short imprisonment in 1999.","
Biography, Drama            ",108,Hüdaverdi Yavuz
675,Geostorm,2017,5.3,69748,"    When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","
Action, Sci-Fi, Thriller            ",109,Dean Devlin
676,Legión,2017– ,8.4,67552,"    David Haller is a troubled young man diagnosed as schizophrenic, but after a strange encounter, he discovers special powers that will change his life forever.","
Action, Drama, Sci-Fi            ",60,Dan Stevens
677,El círculo,I 2017,5.3,66808,"    A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.","
Drama, Sci-Fi, Thriller            ",110,James Ponsoldt
678,Feliz día de tu muerte,2017,6.5,66325,"    A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","
Horror, Mystery, Thriller            ",96,Christopher Landon
679,The Defenders,2017– ,7.5,65978,"    Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.","
Action, Adventure, Crime            ",50,Charlie Cox
680,Okja,2017,7.3,65128,"    A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.","
Action, Adventure, Drama            ",120,Joon-ho Bong
681, Juego de tronos,2011– ,9.8,62819,    Daenerys takes matters into her own hands. Arya reaches her destination. Jaime and Bronn collect the spoils from the war with the Tyrells.,"
Action, Adventure, Drama            ",50,Matt Shakman
682,Llega de noche,2017,6.2,62632,"    Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.","
Horror, Mystery            ",91,Trey Edward Shults
683,Una vida a lo grande,2017,5.7,62459,"    A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","
Drama, Sci-Fi            ",135,Alexander Payne
684,Death Note,2017,4.6,61909,"    A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","
Adventure, Crime, Drama            ",101,Adam Wingard
685,The Florida Project,2017,7.6,60618,"    Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.","
Drama            ",111,Sean Baker
686,Baahubali 2: The Conclusion,2017,8.4,60477,"    When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","
Action, Drama, Fantasy            ",167,S.S. Rajamouli
687,Un golpe con estilo,2017,6.6,60316,"    Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","
Comedy, Crime            ",96,Zach Braff
688,Star Trek: Discovery,2017– ,7.4,54090,"    Ten years before Kirk, Spock and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","
Action, Adventure, Drama            ",60,Sonequa Martin-Green
689,El juego de Gerald,2017,6.6,53181,"    While trying to spice up their marriage in their remote lake house, Jessie must fight to survive when her husband dies unexpectedly, leaving her handcuffed to their bed frame.","
Drama, Horror, Thriller            ",103,Mike Flanagan
690,Shot Caller,2017,7.3,51637,    A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,"
Crime, Drama, Thriller            ",121,Ric Roman Waugh
691,American Assassin,2017,6.2,51556,"    After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.","
Action, Thriller            ",112,Michael Cuesta
692,Cars 3,2017,6.8,51267,    Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,"
Animation, Adventure, Comedy            ",102,Brian Fee
693,Todo el dinero del mundo,2017,6.8,50859,    The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,"
Biography, Crime, Drama            ",132,Ridley Scott
694,Saw VIII,I 2017,5.8,50714,"    Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.","
Horror, Mystery, Thriller            ",92,Michael Spierig
695,American Gods,2017– ,8.1,50701,"    A recently released ex-convict named Shadow meets a mysterious man who calls himself ""Wednesday"" and who knows more than he first seems to about Shadow's life and past.","
Drama, Fantasy, Mystery            ",60,Ricky Whittle
696,La montaña entre nosotros,2017,6.4,49921,"    Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.","
Action, Adventure, Drama            ",112,Hany Abu-Assad
697,"En realidad, nunca estuviste aquí",2017,6.9,48791,"    A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.","
Crime, Drama, Mystery            ",89,Lynne Ramsay
698,La muerte de Stalin,2017,7.2,48482,"    Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Josef Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.","
Comedy, Drama, History            ",107,Armando Iannucci
699,Tu mejor amigo,2017,7.0,47685,    A dog looks to discover his purpose in life over the course of several lifetimes and owners.,"
Adventure, Comedy, Drama            ",100,Lasse Hallström
700,Good Time,2017,7.3,45034,"    After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail.","
Crime, Drama, Thriller            ",101,Benny Safdie
701,El ritual,I 2017,6.3,43440,"    A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","
Horror, Mystery, Thriller            ",94,David Bruckner
702,Emoji: La película,2017,3.2,43120,"    Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","
Animation, Adventure, Comedy            ",86,Tony Leondis
703, Juego de tronos,2011– ,9.2,43051,    Jon and his team go beyond the wall to capture a wight. Daenerys has to make a tough decision.,"
Action, Adventure, Drama            ",70,Alan Taylor
704,El muñeco de nieve,2017,5.1,42478,    Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"
Crime, Drama, Mystery            ",119,Tomas Alfredson
705,The Sinner,2017– ,8.0,41339,    Anthology series that examines how and why ordinary people commit brutal crimes.,"
Crime, Drama, Mystery            ",60,Bill Pullman
706, Juego de tronos,2011– ,9.6,41132,"    Everyone meets in King's Landing to discuss the fate of the realm. In Winterfell, Sansa confronts Arya. Sam reaches Winterfell, where he and Bran discover a shocking secret about Jon Snow.","
Action, Adventure, Drama            ",80,Jeremy Podeswa
707,Hostiles,2017,7.2,41011,"    In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.","
Adventure, Drama, Western            ",134,Scott Cooper
708,A Ghost Story,2017,6.8,40867,"    In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.","
Drama, Fantasy, Romance            ",92,David Lowery
709,The Babysitter,I 2017,6.3,39892,    The events of one evening take an unexpected turn for the worst for a young boy trying to spy on his babysitter.,"
Comedy, Horror            ",85,McG
710,Dos padres por desigual,2017,6.0,39356,"    Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.","
Comedy            ",100,Sean Anders
711,Una serie de catastróficas desdichas,2017– ,7.9,38870,"    After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.","
Adventure, Comedy, Drama            ",50,Neil Patrick Harris
712,La seducción,2017,6.3,38799,    The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,"
Drama, Thriller            ",93,Sofia Coppola
713,The Square,2017,7.3,38112,    A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,"
Comedy, Drama            ",151,Ruben Östlund
714,Brawl in Cell Block 99,2017,7.1,37806,    A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.,"
Crime, Drama            ",132,S. Craig Zahler
715,Twin Peaks,2017,8.5,37739,    Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,"
Crime, Drama, Fantasy            ",60,Kyle MacLachlan
716,Dando la nota 3,2017,5.9,37711,"    Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.","
Comedy, Music            ",93,Trish Sie
717,La batalla de los sexos,2017,6.7,37678,    The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,"
Biography, Comedy, Drama            ",121,Jonathan Dayton
718,Un espacio entre nosotros,I 2017,6.4,37090,"    The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.","
Adventure, Drama, Romance            ",120,Peter Chelsom
719,Héroes en el infierno,2017,7.7,36772,"    Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.","
Biography, Drama            ",134,Joseph Kosinski
720,Paddington 2,2017,7.9,36550,"    Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.","
Animation, Adventure, Comedy            ",103,Paul King
721,Cumali Ceber: Allah Seni Alsin,2017,1.3,36291,    Cumali Ceber goes to a vacation with his children.,"
Comedy            ",100,Gökhan Gök
722,Detroit,2017,7.4,35800,    Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,"
Crime, Drama, History            ",143,Kathryn Bigelow
723, Juego de tronos,2011– ,8.7,35752,"    Jon organizes the North's defenses. Cersei tries to even the odds. Daenerys comes home. Arya reminds the Freys ""the North remembers."" Sam adapts to life in Oldtown. The Night King makes his way south.","
Action, Adventure, Drama            ",59,Jeremy Podeswa
724,Santa Clarita Diet,2017– ,7.8,35583,"    Sheila and Joel are married real estate agents in Santa Clarita, California. When Sheila dies, their lives take a dark turn.","
Comedy, Horror            ",30,Drew Barrymore
725,Una noche fuera de control,2017,5.2,35424,    Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,"
Comedy, Crime, Thriller            ",101,Lucia Aniello
726,A 47 metros,2017,5.6,35274,"    Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","
Adventure, Drama, Horror            ",89,Johannes Roberts
727,Si no despierto,2017,6.4,35078,"    February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.","
Drama, Fantasy, Mystery            ",98,Ry Russo-Young
728,Raees,2017,6.9,34866,    A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,"
Action, Crime, Drama            ",143,Rahul Dholakia
729,The Orville,2017– ,7.9,34612,    An exploratory ship from Earth faces intergalactic challenges 300 years in the future.,"
Adventure, Comedy, Drama            ",44,Seth MacFarlane
730,Godless,2017,8.4,33748,"    In the 1880s American West murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico - a town inhabited, after a mining disaster, almost entirely by women.","
Drama, Western            ",60,Jack O'Connell
731,The Good Doctor,2017– ,8.4,33596,"    Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.","
Drama            ",41,Freddie Highmore
732,Ferdinand,2017,6.7,33465,"    After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","
Animation, Adventure, Comedy            ",108,Carlos Saldanha
733,Loving Vincent,2017,7.8,33417,"    In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","
Animation, Biography, Crime            ",94,Dorota Kobiela
734,Ya no me siento a gusto en este mundo,2017,6.9,33385,"    When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.","
Comedy, Crime, Drama            ",93,Macon Blair
735,CHIPS,2017,6.0,33132,"    A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","
Action, Comedy, Crime            ",100,Dax Shepard
736,Krym,I 2017,7.3,32253,"    This is a story of love, faith and honor, the strength of spirit and true friendship against the backdrop of the real events of the Crimean spring of 2014.","
Action, Drama            ",99,Aleksey Pimanov
737,Máquina de guerra,2017,6.0,31810,"    An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuild operation in Afghanistan.","
Comedy, Drama, War            ",122,David Michôd
